Through games of 3/16/2025,,All games (vs. Div. I opponents),,Regulation wins,Regulation losses,Overtime,,Home,Road,Neutral1,,Conference2,Non-Conference2,,vs.,vs.,vs.,vs.,vs.,vs.,,,,,,,,,
,LRMC Rank,Team,Conference,,Win/Loss,Avg. Opp. Rank,,Avg. Opp. Rank,Avg. Opp. Rank,Avg. Opp. Rank,,Win/Loss,Avg. Opp. Rank,Win/Loss,Avg. Opp. Rank,Win/Loss,Avg. Opp. Rank,,Win/Loss,Avg. Opp. Rank,Win/Loss,Avg. Opp. Rank,,Win/Loss,Win/Loss,Win/Loss,Win/Loss,Win/Loss,Win/Loss
,,,,,Record,,,,,,,Record,,Record,,Record,,,Record,,Record,,,Record,Record,Record,Record,Record,Record
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,301,Louisiana,Sun Belt,,21-Nov,194,,263,158,142,,12-Apr,184,5-Jun,214,4-Jan,180,,11-Sep,222,10-Feb,146,,0-1,0-0,0-1,6-Jan,8-Feb,6-Aug
,,,,,(11-20-1),,,,,,,(4-11-1),,(6-5-0),,(1-4-0),,,(9-10-1),,(2-10-0),,,(0-1-0),(0-0-0),(0-1-0),(1-6-0),(2-7-1),(8-6-0)
,302,F_Dickinson,Northeast,,20-Oct,254,,327,212,327,,5-Jun,300,15-Apr,227,0-0,---,,9-Sep,298,11-Jan,188,,0-0,0-2,0-2,0-2,0-5,11-Oct
,,,,,(9-19-2),,,,,,,(6-5-0),,(3-14-2),,(0-0-0),,,(8-8-2),,(1-11-0),,,(0-0-0),(0-2-0),(0-2-0),(0-2-0),(0-5-0),(9-10-2)
,303,Howard,Mid-Eastern,,18-Oct,229,,304,192,215,,4-Jun,246,11-Mar,208,3-Jan,263,,8-Jul,285,10-Mar,166,,0-2,0-0,0-2,2-Jan,0-5,9-Sep
,,,,,(9-17-2),,,,,,,(6-4-0),,(3-11-0),,(0-2-2),,,(7-8-0),,(2-9-2),,,(0-2-0),(0-0-0),(0-2-0),(1-2-0),(0-5-0),(8-8-2)
,304,Alcorn_St,Southwestern Athletic,,20-Nov,219,,314,168,142,,3-Jun,301,16-May,183,0-1,238,,8-Nov,292,0-12,102,,0-1,0-2,0-3,0-3,0-6,8-Nov
,,,,,(11-19-1),,,,,,,(6-3-0),,(5-15-1),,(0-1-0),,,(11-8-0),,(0-11-1),,,(0-1-0),(0-2-0),(0-3-0),(0-3-0),(0-5-1),(11-8-0)
,305,Holy_Cross,Patriot League,,19-Nov,241,,274,220,258,,6-May,256,13-Apr,224,Feb-00,305,,14-May,264,5-Jun,202,,0-1,0-0,0-1,0-0,6-Jan,12-Oct
,,,,,(10-18-2),,,,,,,(4-6-1),,(4-12-1),,(2-0-0),,,(4-13-2),,(6-5-0),,,(0-1-0),(0-0-0),(0-1-0),(0-0-0),(1-6-0),(9-11-2)
,306,NC_Central,Mid-Eastern,,19-Oct,239,,278,214,262,,4-Jun,261,14-Feb,221,1-Feb,262,,9-Jul,275,10-Mar,195,,0-0,0-1,0-1,0-2,5-Feb,11-Aug
,,,,,(9-17-3),,,,,,,(5-4-1),,(2-12-2),,(2-1-0),,,(6-7-3),,(3-10-0),,,(0-0-0),(0-1-0),(0-1-0),(0-2-0),(1-5-1),(8-9-2)
,307,Utah_Tech,Western Athletic,,26-May,191,,290,174,105,,8-Mar,211,0-16,171,2-Feb,215,,15-Mar,205,11-Feb,171,,0-0,0-2,0-2,0-4,0-10,10-May
,,,,,(5-25-1),,,,,,,(3-7-1),,(0-16-0),,(2-2-0),,,(3-14-1),,(2-11-0),,,(0-0-0),(0-2-0),(0-2-0),(0-4-0),(0-9-1),(5-10-0)
,308,UMBC,America East,,19-Oct,243,,301,215,256,,9-May,279,10-May,209,0-0,---,,12-May,257,7-May,224,,0-0,0-0,0-0,0-2,6-Jan,11-Sep
,,,,,(8-18-3),,,,,,,(5-9-0),,(3-9-3),,(0-0-0),,,(4-12-1),,(4-6-2),,,(0-0-0),(0-0-0),(0-0-0),(0-2-0),(1-6-0),(7-10-3)
,309,Loyola_MD,Patriot League,,19-Nov,256,,288,237,---,,7-Jun,271,12-May,244,0-0,---,,13-Jul,261,6-Apr,247,,0-0,0-1,0-1,0-0,0-5,13-Nov
,,,,,(11-19-0),,,,,,,(6-7-0),,(5-12-0),,(0-0-0),,,(7-13-0),,(4-6-0),,,(0-0-0),(0-1-0),(0-1-0),(0-0-0),(0-5-0),(11-13-0)
,310,Saint Francis (PA),Northeast,,13-17,243,,293,188,336,,4-Jul,296,13-Jun,212,0-0,---,,8-Nov,297,9-Feb,148,,0-2,0-0,0-2,0-3,4-Jan,8-Dec
,,,,,(10-16-4),,,,,,,(5-4-2),,(5-12-2),,(0-0-0),,,(8-7-4),,(2-9-0),,,(0-2-0),(0-0-0),(0-2-0),(0-3-0),(1-4-0),(9-7-4)
,311,Niagara,Metro Atlantic Athletic,,20-Oct,251,,298,219,299,,7-May,268,13-Mar,231,Feb-00,305,,14-Jun,257,6-Apr,238,,0-1,0-0,0-1,0-0,4-Jan,15-Sep
,,,,,(9-18-3),,,,,,,(5-6-1),,(2-12-2),,(2-0-0),,,(5-13-2),,(4-5-1),,,(0-1-0),(0-0-0),(0-1-0),(0-0-0),(1-4-0),(8-13-3)
,312,Lindenwood,Ohio Valley,,13-17,243,,278,203,297,,3-Aug,272,12-Mar,206,2-Feb,302,,11-Nov,268,6-Feb,177,,0-1,0-2,0-3,0-0,2-Jan,12-Dec
,,,,,(11-15-4),,,,,,,(7-3-1),,(2-10-3),,(2-2-0),,,(9-9-4),,(2-6-0),,,(0-1-0),(0-2-0),(0-3-0),(0-0-0),(1-2-0),(10-10-4)
,313,Florida_A&M,Southwestern Athletic,,17-Dec,221,,301,165,---,,3-Jul,280,13-Apr,179,1-Jan,282,,9-Nov,279,8-Jan,92,,0-4,0-0,0-4,0-3,0-0,10-Dec
,,,,,(12-17-0),,,,,,,(7-3-0),,(4-13-0),,(1-1-0),,,(11-9-0),,(1-8-0),,,(0-4-0),(0-0-0),(0-4-0),(0-3-0),(0-0-0),(12-10-0)
,314,NC_A&T,Colonial Athletic,,25-Jun,202,,289,181,---,,9-Apr,223,15-Feb,187,0-1,200,,16-Mar,202,9-Mar,203,,0-0,0-1,0-1,0-3,13-Jan,8-May
,,,,,(6-25-0),,,,,,,(4-9-0),,(2-15-0),,(0-1-0),,,(3-16-0),,(3-9-0),,,(0-0-0),(0-1-0),(0-1-0),(0-3-0),(1-13-0),(5-8-0)
,315,E_Illinois,Ohio Valley,,19-Sep,229,,281,211,184,,7-Apr,275,12-Apr,199,Jan-00,206,,12-Aug,267,7-Jan,134,,0-1,0-0,0-1,0-3,3-Jan,12-Aug
,,,,,(8-18-2),,,,,,,(3-7-1),,(4-11-1),,(1-0-0),,,(7-12-1),,(1-6-1),,,(0-1-0),(0-0-0),(0-1-0),(0-2-1),(1-3-0),(7-12-1)
,316,Long_Beach_St,Big West,,25-May,184,,281,159,198,,11-Jan,202,11-Apr,171,0-3,174,,17-Mar,185,8-Feb,181,,0-1,0-2,0-3,0-3,0-12,7-May
,,,,,(5-22-3),,,,,,,(1-8-3),,(4-11-0),,(0-3-0),,,(3-14-3),,(2-8-0),,,(0-1-0),(0-2-0),(0-3-0),(0-2-1),(0-12-0),(5-5-2)
,317,Tarleton_St,Western Athletic,,20-Sep,176,,252,142,---,,3-Jul,213,14-Jan,144,3-Jan,202,,10-Jul,199,10-Feb,144,,0-0,0-2,0-2,0-5,7-Mar,6-Jun
,,,,,(9-20-0),,,,,,,(7-3-0),,(1-14-0),,(1-3-0),,,(7-10-0),,(2-10-0),,,(0-0-0),(0-2-0),(0-2-0),(0-5-0),(3-7-0),(6-6-0)
,318,Delaware_St,Mid-Eastern,,14-Dec,248,,307,201,232,,2-Jul,290,11-Mar,218,1-Feb,267,,7-Aug,281,7-Apr,204,,0-0,0-1,0-1,0-2,5-Jan,6-Nov
,,,,,(11-13-2),,,,,,,(6-1-2),,(3-11-0),,(2-1-0),,,(7-6-2),,(4-7-0),,,(0-0-0),(0-1-0),(0-1-0),(0-2-0),(1-4-1),(10-6-1)
,319,Stonehill,Northeast,,17-Dec,260,,303,229,---,,3-Aug,282,13-Mar,236,1-Jan,332,,10-Jul,303,7-May,198,,0-1,0-0,0-1,0-2,4-Feb,10-Oct
,,,,,(12-17-0),,,,,,,(8-3-0),,(3-13-0),,(1-1-0),,,(7-10-0),,(5-7-0),,,(0-1-0),(0-0-0),(0-1-0),(0-2-0),(2-4-0),(10-10-0)
,320,Stony_Brook,Colonial Athletic,,24-Jul,202,,230,195,---,,9-Apr,197,13-Mar,200,0-2,258,,15-Apr,201,9-Mar,205,,0-1,0-0,0-1,0-3,9-Apr,11-Mar
,,,,,(7-24-0),,,,,,,(4-9-0),,(3-13-0),,(0-2-0),,,(4-15-0),,(3-9-0),,,(0-1-0),(0-0-0),(0-1-0),(0-3-0),(4-9-0),(3-11-0)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Through games of 3/16/2025,,All games (vs. Div. I opponents),,Regulation wins,Regulation losses,Overtime,,Home,Road,Neutral1,,Conference2,Non-Conference2,,vs.,vs.,vs.,vs.,vs.,vs.,,,,,,,,
,,,,,,,,,,,,,,,,25-Jan,26-50,Jan-50,51-100,101-200,201+,,,,,,,,
,LRMC Rank,Team,Conference,,Win/Loss,Avg. Opp. Rank,,Avg. Opp. Rank,Avg. Opp. Rank,Avg. Opp. Rank,,Win/Loss,Avg. Opp. Rank,Win/Loss,Avg. Opp. Rank,Win/Loss,Avg. Opp. Rank,,Win/Loss,Avg. Opp. Rank,Win/Loss,Avg. Opp. Rank,,Win/Loss,Win/Loss,Win/Loss,Win/Loss,Win/Loss,Win/Loss
,,,,,Record,,,,,,,Record,,Record,,Record,,,Record,,Record,,,Record,Record,Record,Record,Record,Record
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,321,IUPUI,Horizon League,,22-Jul,210,,299,184,139,,8-Mar,213,12-Apr,205,0-2,241,,15-Jun,207,7-Jan,218,,0-1,0-1,0-2,0-0,12-Jan,8-Jun
,,,,,(7-21-1),,,,,,,(3-7-1),,(4-12-0),,(0-2-0),,,(6-14-1),,(1-7-0),,,(0-1-0),(0-1-0),(0-2-0),(0-0-0),(1-11-1),(6-8-0)
,322,Morehead_St,Ohio Valley,,17-Dec,240,,268,220,271,,5-Jun,268,10-Jun,210,0-2,331,,11-Oct,268,6-Feb,165,,0-1,0-0,0-1,0-1,4-Feb,11-Oct
,,,,,(11-17-1),,,,,,,(5-5-1),,(6-10-0),,(0-2-0),,,(9-11-1),,(2-6-0),,,(0-1-0),(0-0-0),(0-1-0),(0-1-0),(2-4-0),(9-11-1)
,323,Coastal_Car,Sun Belt,,22-Aug,230,,300,203,244,,8-Apr,237,13-Mar,215,1-Jan,308,,16-Mar,220,6-May,246,,0-0,0-0,0-0,0-2,0-11,9-Aug
,,,,,(8-21-1),,,,,,,(4-7-1),,(3-13-0),,(1-1-0),,,(3-15-1),,(5-6-0),,,(0-0-0),(0-0-0),(0-0-0),(0-2-0),(0-11-0),(8-8-1)
,324,Columbia,Ivy League,,15-Oct,242,,287,213,---,,6-Jul,271,9-Mar,211,0-0,---,,13-Jan,223,2-Sep,267,,0-0,Jan-00,Jan-00,0-3,0-2,10-Sep
,,,,,(10-15-0),,,,,,,(7-6-0),,(3-9-0),,(0-0-0),,,(1-13-0),,(9-2-0),,,(0-0-0),(1-0-0),(1-0-0),(0-3-0),(0-2-0),(9-10-0)
,325,Southern_Indiana,Ohio Valley,,20-Aug,250,,276,244,209,,7-Jun,255,13-Feb,245,0-0,---,,15-May,266,5-Mar,208,,0-0,0-0,0-0,0-0,0-7,13-Aug
,,,,,(8-17-3),,,,,,,(6-6-1),,(2-11-2),,(0-0-0),,,(5-14-1),,(3-3-2),,,(0-0-0),(0-0-0),(0-0-0),(0-0-0),(0-5-2),(8-12-1)
,326,Penn,Ivy League,,19-Aug,202,,296,156,287,,8-May,223,10-Mar,184,0-1,167,,10-Apr,223,9-Apr,180,,0-0,0-2,0-2,0-5,4-Jan,8-Jul
,,,,,(8-18-1),,,,,,,(5-7-1),,(3-10-0),,(0-1-0),,,(4-9-1),,(4-9-0),,,(0-0-0),(0-2-0),(0-2-0),(0-5-0),(1-4-0),(7-7-1)
,327,VMI,Southern,,19-Nov,209,,278,165,356,,7-Mar,202,10-May,202,2-Mar,245,,12-Sep,202,7-Feb,225,,0-0,0-0,0-0,0-1,13-Mar,5-Aug
,,,,,(10-19-1),,,,,,,(3-7-0),,(4-10-1),,(3-2-0),,,(8-12-1),,(2-7-0),,,(0-0-0),(0-0-0),(0-0-0),(0-1-0),(3-13-0),(7-5-1)
,328,Air_Force,Mountain West,,28-Apr,139,,260,124,165,,13-Mar,150,0-14,117,1-Jan,207,,20-Jan,107,8-Mar,201,,0-0,0-10,0-10,0-5,7-Jan,6-Mar
,,,,,(3-27-2),,,,,,,(2-12-2),,(0-14-0),,(1-1-0),,,(0-19-2),,(3-8-0),,,(0-0-0),(0-9-1),(0-9-1),(0-5-0),(1-7-0),(2-6-1)
,329,Army,Patriot League,,14-15,246,,273,218,265,,4-Oct,257,11-Apr,236,0-0,---,,9-Oct,258,6-Apr,222,,0-1,0-0,0-1,0-0,3-Feb,11-Dec
,,,,,(12-14-3),,,,,,,(9-4-1),,(3-10-2),,(0-0-0),,,(9-9-1),,(3-5-2),,,(0-1-0),(0-0-0),(0-1-0),(0-0-0),(1-3-1),(11-10-2)
,330,Fairfield,Metro Atlantic Athletic,,20-Nov,235,,271,216,247,,6-Jul,243,12-Mar,237,2-Jan,186,,13-Aug,247,7-Mar,210,,0-0,0-0,0-0,0-2,6-Jan,12-Oct
,,,,,(10-20-1),,,,,,,(7-6-0),,(2-12-1),,(1-2-0),,,(7-13-1),,(3-7-0),,,(0-0-0),(0-0-0),(0-0-0),(0-2-0),(1-6-0),(9-12-1)
,331,Binghamton,America East,,17-Dec,257,,292,231,298,,4-Jun,264,12-May,248,1-Jan,295,,10-Jul,262,7-May,249,,0-0,0-0,0-0,0-1,5-Jan,11-Nov
,,,,,(9-17-3),,,,,,,(6-4-0),,(3-12-2),,(0-1-1),,,(6-10-1),,(3-7-2),,,(0-0-0),(0-0-0),(0-0-0),(0-1-0),(1-5-0),(8-11-3)
,332,Southern_Utah,Western Athletic,,19-Sep,200,,251,176,---,,7-May,212,11-Mar,177,1-Jan,288,,13-Apr,206,6-May,190,,0-1,0-1,0-2,0-2,7-Feb,8-Jul
,,,,,(9-19-0),,,,,,,(5-7-0),,(3-11-0),,(1-1-0),,,(4-13-0),,(5-6-0),,,(0-1-0),(0-1-0),(0-2-0),(0-2-0),(2-7-0),(7-8-0)
,333,Morgan_St,Mid-Eastern,,18-Oct,249,,302,211,333,,4-Jul,273,14-Feb,230,Jan-00,303,,8-Aug,270,10-Feb,222,,0-1,0-1,0-2,0-1,5-Jan,10-Sep
,,,,,(9-17-2),,,,,,,(6-4-1),,(2-13-1),,(1-0-0),,,(7-7-2),,(2-10-0),,,(0-1-0),(0-1-0),(0-2-0),(0-1-0),(1-5-0),(8-9-2)
,334,Detroit,Horizon League,,24-Jul,200,,252,187,222,,7-May,215,15-Feb,188,0-2,207,,17-Apr,206,7-Mar,186,,0-1,0-0,0-1,0-1,13-Feb,9-May
,,,,,(4-23-4),,,,,,,(3-7-2),,(1-14-2),,(0-2-0),,,(3-16-2),,(1-7-2),,,(0-1-0),(0-0-0),(0-1-0),(0-1-0),(1-12-2),(3-9-2)
,335,WI_Green_Bay,Horizon League,,27-Apr,191,,274,179,171,,10-Mar,200,17-Jan,183,0-0,---,,19-Feb,204,8-Feb,162,,0-0,0-1,0-1,0-2,0-16,8-Apr
,,,,,(4-26-1),,,,,,,(3-9-1),,(1-17-0),,(0-0-0),,,(2-18-1),,(2-8-0),,,(0-0-0),(0-1-0),(0-1-0),(0-2-0),(0-15-1),(4-8-0)
,336,Oral_Roberts,Summit,,22-Apr,178,,216,173,131,,6-Apr,201,0-15,159,0-1,237,,14-Mar,194,8-Jan,148,,0-1,0-1,0-2,0-1,9-Jan,10-Mar
,,,,,(4-21-1),,,,,,,(4-6-0),,(0-14-1),,(0-1-0),,,(3-13-1),,(1-8-0),,,(0-1-0),(0-1-0),(0-2-0),(0-1-0),(1-8-1),(3-10-0)
,337,Mercyhurst,Northeast,,16-Dec,270,,331,224,279,,2-Aug,303,14-Apr,251,0-0,---,,7-Sep,301,9-Mar,228,,0-0,0-1,0-1,0-1,0-5,9-Dec
,,,,,(11-15-2),,,,,,,(7-2-1),,(4-13-1),,(0-0-0),,,(8-6-2),,(3-9-0),,,(0-0-0),(0-1-0),(0-1-0),(0-1-0),(0-5-0),(11-8-2)
,338,CS_Sacramento,Big Sky,,25-Apr,213,,261,205,---,,11-Feb,215,13-Feb,205,0-1,290,,16-Mar,219,9-Jan,200,,0-0,0-1,0-1,0-1,0-9,14-Apr
,,,,,(4-25-0),,,,,,,(2-11-0),,(2-13-0),,(0-1-0),,,(3-16-0),,(1-9-0),,,(0-0-0),(0-1-0),(0-1-0),(0-1-0),(0-9-0),(4-14-0)
,339,Cent_Arkansas,Atlantic Sun,,24-Jul,206,,346,174,207,,7-May,229,17-Jan,182,Jan-00,349,,15-May,220,9-Feb,179,,0-1,0-2,0-3,0-4,0-8,9-Jul
,,,,,(5-22-4),,,,,,,(3-5-4),,(1-17-0),,(1-0-0),,,(4-14-2),,(1-8-2),,,(0-1-0),(0-2-0),(0-3-0),(0-4-0),(0-6-2),(5-9-2)
,340,Bellarmine,Atlantic Sun,,26-Mar,216,,243,210,250,,10-Mar,250,0-16,188,0-0,---,,16-Feb,221,10-Jan,208,,0-1,0-1,0-2,0-3,7-Jan,14-Feb
,,,,,(3-24-2),,,,,,,(3-9-1),,(0-15-1),,(0-0-0),,,(2-14-2),,(1-10-0),,,(0-1-0),(0-1-0),(0-2-0),(0-3-0),(1-7-0),(2-12-2)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Through games of 3/16/2025,,All games (vs. Div. I opponents),,Regulation wins,Regulation losses,Overtime,,Home,Road,Neutral1,,Conference2,Non-Conference2,,vs.,vs.,vs.,vs.,vs.,vs.,,,,,,,,
,,,,,,,,,,,,,,,,25-Jan,26-50,Jan-50,51-100,101-200,201+,,,,,,,,
,LRMC Rank,Team,Conference,,Win/Loss,Avg. Opp. Rank,,Avg. Opp. Rank,Avg. Opp. Rank,Avg. Opp. Rank,,Win/Loss,Avg. Opp. Rank,Win/Loss,Avg. Opp. Rank,Win/Loss,Avg. Opp. Rank,,Win/Loss,Avg. Opp. Rank,Win/Loss,Avg. Opp. Rank,,Win/Loss,Win/Loss,Win/Loss,Win/Loss,Win/Loss,Win/Loss
,,,,,Record,,,,,,,Record,,Record,,Record,,,Record,,Record,,,Record,Record,Record,Record,Record,Record
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,341,Prairie_View,Southwestern Athletic,,27-Apr,228,,338,212,---,,7-Feb,285,19-Feb,200,0-1,313,,15-Apr,289,0-12,132,,0-0,0-3,0-3,0-2,0-5,17-Apr
,,,,,(4-27-0),,,,,,,(2-7-0),,(2-19-0),,(0-1-0),,,(4-15-0),,(0-12-0),,,(0-0-0),(0-3-0),(0-3-0),(0-2-0),(0-5-0),(4-17-0)
,342,West_Georgia,Atlantic Sun,,25-May,207,,288,190,---,,8-Mar,216,15-Feb,211,0-2,118,,14-Apr,225,11-Jan,179,,0-0,0-1,0-1,0-3,0-10,11-May
,,,,,(5-25-0),,,,,,,(3-8-0),,(2-15-0),,(0-2-0),,,(4-14-0),,(1-11-0),,,(0-0-0),(0-1-0),(0-1-0),(0-3-0),(0-10-0),(5-11-0)
,343,Wagner,Northeast,,16-Oct,274,,316,242,327,,6-Apr,301,10-Jun,258,0-0,---,,11-Jun,301,5-Apr,224,,0-1,0-0,0-1,0-2,1-Jan,12-Sep
,,,,,(9-15-2),,,,,,,(3-6-1),,(6-9-1),,(0-0-0),,,(5-10-2),,(4-5-0),,,(0-1-0),(0-0-0),(0-1-0),(0-2-0),(1-1-0),(8-11-2)
,344,W_Illinois,Ohio Valley,,19-Sep,255,,276,242,291,,7-May,276,11-Apr,238,0-1,261,,14-Jun,264,5-Mar,233,,0-0,0-0,0-0,0-0,3-Feb,16-Jul
,,,,,(8-18-2),,,,,,,(4-6-2),,(4-11-0),,(0-1-0),,,(5-13-2),,(3-5-0),,,(0-0-0),(0-0-0),(0-0-0),(0-0-0),(2-3-0),(6-15-2)
,345,Le_Moyne,Northeast,,23-Jul,253,,294,227,321,,7-Apr,290,16-Feb,229,Jan-00,271,,13-Apr,292,10-Mar,202,,0-0,0-1,0-1,0-1,0-7,14-Jul
,,,,,(6-20-4),,,,,,,(3-4-4),,(2-16-0),,(1-0-0),,,(3-11-3),,(3-9-1),,,(0-0-0),(0-1-0),(0-1-0),(0-1-0),(0-7-0),(6-11-4)
,346,Buffalo,Mid-American,,22-Jul,205,,284,180,---,,9-Apr,219,13-Mar,194,0-0,---,,14-Apr,218,8-Mar,184,,0-0,0-1,0-1,0-4,0-7,10-Jul
,,,,,(7-22-0),,,,,,,(4-9-0),,(3-13-0),,(0-0-0),,,(4-14-0),,(3-8-0),,,(0-0-0),(0-1-0),(0-1-0),(0-4-0),(0-7-0),(7-10-0)
,347,ULM,Sun Belt,,25-May,216,,236,209,288,,11-Mar,228,12-Feb,205,0-2,209,,16-Mar,212,9-Feb,223,,0-0,0-0,0-0,0-5,5-Feb,15-Mar
,,,,,(5-24-1),,,,,,,(3-10-1),,(2-12-0),,(0-2-0),,,(3-15-1),,(2-9-0),,,(0-0-0),(0-0-0),(0-0-0),(0-5-0),(2-5-0),(3-14-1)
,348,SC_Upstate,Big South,,26-Mar,191,,300,179,---,,10-Jan,191,14-Feb,186,0-2,236,,15-Feb,210,11-Jan,165,,0-0,0-0,0-0,0-6,0-9,11-Mar
,,,,,(3-26-0),,,,,,,(1-10-0),,(2-14-0),,(0-2-0),,,(2-15-0),,(1-11-0),,,(0-0-0),(0-0-0),(0-0-0),(0-6-0),(0-9-0),(3-11-0)
,349,Stetson,Atlantic Sun,,24-Jun,216,,312,186,269,,9-Mar,235,11-Mar,196,0-4,233,,13-Jun,237,0-11,181,,0-1,0-1,0-2,0-2,8-Jan,12-May
,,,,,(6-22-2),,,,,,,(3-8-1),,(3-10-1),,(0-4-0),,,(6-12-1),,(0-10-1),,,(0-1-0),(0-1-0),(0-2-0),(0-2-0),(1-8-0),(5-10-2)
,350,NJIT,America East,,25-May,248,,302,233,331,,9-Mar,275,16-Jan,224,Jan-00,322,,13-Mar,259,12-Feb,234,,0-0,0-1,0-1,0-0,0-8,16-May
,,,,,(5-24-1),,,,,,,(3-8-1),,(1-16-0),,(1-0-0),,,(3-12-1),,(2-12-0),,,(0-0-0),(0-1-0),(0-1-0),(0-0-0),(0-8-0),(5-15-1)
,351,N_Illinois,Mid-American,,25-Mar,211,,258,204,254,,10-Feb,230,15-Jan,197,0-0,---,,16-Feb,222,9-Jan,192,,0-0,0-0,0-0,0-3,0-8,14-Mar
,,,,,(2-24-2),,,,,,,(2-10-0),,(0-14-2),,(0-0-0),,,(1-15-2),,(1-9-0),,,(0-0-0),(0-0-0),(0-0-0),(0-3-0),(0-8-0),(2-13-2)
,352,New_Orleans,Southland,,26-Mar,181,,252,173,219,,0-10,210,15-Feb,149,1-Jan,315,,17-Jan,217,9-Feb,123,,0-0,0-2,0-2,0-7,5-Feb,12-Jan
,,,,,(2-25-2),,,,,,,(0-9-1),,(1-15-1),,(1-1-0),,,(1-16-1),,(1-9-1),,,(0-0-0),(0-2-0),(0-2-0),(0-7-0),(1-5-1),(1-11-1)
,353,Canisius,Metro Atlantic Athletic,,28-Mar,220,,283,214,---,,12-Jan,238,15-Feb,208,0-1,207,,17-Mar,254,0-11,159,,0-2,0-0,0-2,0-1,0-7,18-Mar
,,,,,(3-28-0),,,,,,,(1-12-0),,(2-15-0),,(0-1-0),,,(3-17-0),,(0-11-0),,,(0-2-0),(0-0-0),(0-2-0),(0-1-0),(0-7-0),(3-18-0)
,354,Chicago_St,Northeast,,28-Apr,218,,341,198,294,,7-Mar,275,19-Jan,194,0-2,172,,13-Apr,298,0-15,127,,0-2,0-1,0-3,0-2,0-10,13-Apr
,,,,,(3-27-2),,,,,,,(2-7-1),,(1-18-1),,(0-2-0),,,(3-12-2),,(0-15-0),,,(0-2-0),(0-1-0),(0-3-0),(0-2-0),(0-10-0),(3-12-2)
,355,CS_Fullerton,Big West,,26-Apr,175,,268,161,---,,11-Feb,196,15-Feb,159,0-0,---,,19-Jan,181,7-Mar,163,,0-0,0-3,0-3,0-6,0-8,9-Apr
,,,,,(4-26-0),,,,,,,(2-11-0),,(2-15-0),,(0-0-0),,,(1-19-0),,(3-7-0),,,(0-0-0),(0-3-0),(0-3-0),(0-6-0),(0-8-0),(4-9-0)
,356,W_Carolina,Southern,,22-May,191,,284,159,278,,7-Apr,224,14-Jan,160,0-1,284,,15-Apr,202,7-Jan,165,,0-2,0-0,0-2,0-2,11-Jan,7-Apr
,,,,,(4-20-3),,,,,,,(4-6-1),,(0-13-2),,(0-1-0),,,(3-13-3),,(1-7-0),,,(0-2-0),(0-0-0),(0-2-0),(0-2-0),(1-10-1),(3-6-2)
,357,Alabama_A&M,Southwestern Athletic,,22-Jul,240,,346,202,254,,9-May,259,12-Feb,220,0-1,264,,13-Jun,284,9-Jan,157,,0-0,0-1,0-1,0-2,0-4,15-Jul
,,,,,(7-20-2),,,,,,,(5-8-1),,(2-11-1),,(0-1-0),,,(6-11-2),,(1-9-0),,,(0-0-0),(0-1-0),(0-1-0),(0-2-0),(0-4-0),(7-13-2)
,358,MD_E_Shore,Mid-Eastern,,25-Feb,214,,333,204,---,,7-Jan,282,17-Jan,188,0-1,137,,13-Feb,264,0-12,151,,0-2,0-2,0-4,0-1,0-7,13-Feb
,,,,,(2-25-0),,,,,,,(1-7-0),,(1-17-0),,(0-1-0),,,(2-13-0),,(0-12-0),,,(0-2-0),(0-2-0),(0-4-0),(0-1-0),(0-7-0),(2-13-0)
,359,New_Hampshire,America East,,24-Jun,250,,301,237,---,,7-Apr,266,15-Feb,237,0-2,278,,11-Jun,257,0-13,241,,0-0,0-1,0-1,0-1,0-4,18-Jun
,,,,,(6-24-0),,,,,,,(4-7-0),,(2-15-0),,(0-2-0),,,(6-11-0),,(0-13-0),,,(0-0-0),(0-1-0),(0-1-0),(0-1-0),(0-4-0),(6-18-0)
,360,Coppin_St,Mid-Eastern,,24-May,219,,304,200,333,,6-Apr,276,17-Jan,190,0-1,159,,11-Apr,265,13-Jan,168,,0-0,0-0,0-0,0-6,0-8,10-May
,,,,,(4-24-1),,,,,,,(3-6-1),,(1-17-0),,(0-1-0),,,(3-11-1),,(1-13-0),,,(0-0-0),(0-0-0),(0-0-0),(0-6-0),(0-8-0),(4-10-1)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Through games of 3/16/2025,,All games (vs. Div. I opponents),,Regulation wins,Regulation losses,Overtime,,Home,Road,Neutral1,,Conference2,Non-Conference2,,vs.,vs.,vs.,vs.,vs.,vs.,,,,,,,,
,,,,,,,,,,,,,,,,25-Jan,26-50,Jan-50,51-100,101-200,201+,,,,,,,,
,LRMC Rank,Team,Conference,,Win/Loss,Avg. Opp. Rank,,Avg. Opp. Rank,Avg. Opp. Rank,Avg. Opp. Rank,,Win/Loss,Avg. Opp. Rank,Win/Loss,Avg. Opp. Rank,Win/Loss,Avg. Opp. Rank,,Win/Loss,Avg. Opp. Rank,Win/Loss,Avg. Opp. Rank,,Win/Loss,Win/Loss,Win/Loss,Win/Loss,Win/Loss,Win/Loss
